date,temp,pres,wspd,wdir,rhum
2020-02-05 13:00:00,5.0,1015.8,4.11,10,62
2020-02-05 14:00:00,5.0,1017.1,5.69,330,60
2020-02-05 15:00:00,5.0,1017.4,4.11,340,57
2020-02-05 16:00:00,5.6,1017.6,4.61,330,46
2020-02-05 17:00:00,6.1,1017.5,3.61,310,43
2020-02-05 18:00:00,6.1,1017.1,3.61,330,38
2020-02-05 19:00:00,5.6,1017.5,4.11,320,39
2020-02-05 20:00:00,5.6,1017.4,3.61,10,44
2020-02-05 21:00:00,5.6,1017.7,1.5,350,46
2020-02-05 22:00:00,5.6,1018.0,2.61,30,50
2020-02-05 23:00:00,5.6,1017.9,3.11,30,49
2020-02-06 00:00:00,5.6,1018.1,3.11,30,43
2020-02-06 01:00:00,5.0,1018.3,3.11,70,41
2020-02-06 02:00:00,5.0,1017.5,3.61,90,38
2020-02-06 03:00:00,5.0,1016.9,2.61,70,39
2020-02-06 04:00:00,5.0,1015.1,3.11,90,43
2020-02-06 05:00:00,4.4,1013.9,3.61,100,55
2020-02-06 06:00:00,2.8,1013.5,2.11,110,78
2020-02-06 07:00:00,2.2,1012.3,2.11,50,89
2020-02-06 08:00:00,2.8,1011.1,2.11,10,96
2020-02-06 09:00:00,3.9,1009.2,1.5,60,93
2020-02-06 10:00:00,4.4,1006.7,2.11,30,93
2020-02-06 11:00:00,3.9,1006.8,4.11,30,93
2020-02-06 12:00:00,3.3,1005.5,4.61,20,97
2020-02-06 13:00:00,3.9,1005.0,5.69,360,96
2020-02-06 14:00:00,4.4,1005.3,4.61,10,97
2020-02-06 15:00:00,5.0,1004.1,3.61,30,96
2020-02-06 16:00:00,5.6,1003.4,3.11,30,96
2020-02-06 17:00:00,5.6,1001.7,3.61,30,96
2020-02-06 18:00:00,5.6,1001.4,3.11,30,96
2020-02-06 19:00:00,5.6,1000.3,2.61,40,96
2020-02-06 20:00:00,5.6,1000.1,2.61,10,96
2020-02-06 21:00:00,5.0,999.6,4.61,30,96
2020-02-06 22:00:00,5.0,999.4,3.11,30,96
2020-02-06 23:00:00,5.0,997.9,4.11,40,96
2020-02-07 00:00:00,5.0,998.3,3.61,30,93
2020-02-07 01:00:00,4.4,998.2,5.11,40,93
2020-02-07 02:00:00,4.4,998.0,3.11,20,93
2020-02-07 03:00:00,4.4,995.1,1.5,90,97
2020-02-07 04:00:00,5.0,996.6,1.5,90,93
2020-02-07 05:00:00,5.0,996.4,0.0,0,93
2020-02-07 06:00:00,4.4,995.1,3.11,30,97
2020-02-07 07:00:00,3.9,994.7,2.61,20,96
2020-02-07 08:00:00,4.4,993.6,2.11,40,97
2020-02-07 09:00:00,4.4,992.0,1.5,60,97
2020-02-07 10:00:00,4.4,989.7,2.61,60,100
2020-02-07 11:00:00,5.0,987.9,2.11,60,100
2020-02-07 12:00:00,5.0,986.1,4.61,10,96
2020-02-07 13:00:00,4.4,984.0,4.61,10,97
2020-02-07 14:00:00,5.0,982.4,2.61,30,100
2020-02-07 15:00:00,7.2,979.5,3.11,360,100
2020-02-07 16:00:00,10.6,976.8,0.0,0,96
2020-02-07 17:00:00,13.3,982.1,11.31,230,80
2020-02-07 18:00:00,10.0,978.2,13.39,250,77
2020-02-07 19:00:00,8.3,982.2,19.0,260,71
2020-02-07 20:00:00,5.0,986.1,11.81,260,79
2020-02-07 21:00:00,3.3,990.2,12.89,260,73
2020-02-07 22:00:00,2.8,993.8,10.31,270,64
2020-02-07 23:00:00,2.2,996.2,10.31,260,62
2020-02-08 00:00:00,2.2,998.0,8.19,280,59
2020-02-08 01:00:00,2.2,999.8,7.69,280,56
2020-02-08 02:00:00,2.2,1001.9,6.69,280,56
2020-02-08 03:00:00,1.7,1004.0,7.19,290,56
2020-02-08 04:00:00,1.1,1006.3,10.81,300,46
2020-02-08 05:00:00,0.6,1007.8,4.61,290,53
2020-02-08 06:00:00,0.6,1009.4,7.69,270,53
2020-02-08 07:00:00,-0.6,1011.2,8.81,270,49
2020-02-08 08:00:00,-1.1,1012.8,5.69,280,53
2020-02-08 09:00:00,-1.1,1014.4,5.11,270,53
2020-02-08 10:00:00,-0.6,1016.0,6.19,290,49
2020-02-08 11:00:00,-1.1,1017.4,6.19,280,53
2020-02-08 12:00:00,-1.1,1019.0,4.11,270,53
2020-02-08 13:00:00,0.0,1020.3,3.11,260,51
2020-02-08 14:00:00,0.6,1021.2,7.69,260,51
2020-02-08 15:00:00,2.2,1021.7,6.69,270,48
2020-02-08 16:00:00,3.3,1022.1,8.81,260,46
2020-02-08 17:00:00,3.3,1022.2,7.69,270,46
2020-02-08 18:00:00,5.0,1021.9,7.69,250,39
2020-02-08 19:00:00,5.6,1021.6,8.19,260,38
2020-02-08 20:00:00,4.4,1021.8,7.69,240,39
2020-02-08 21:00:00,5.0,1022.7,4.61,260,38
2020-02-08 22:00:00,4.4,1023.5,5.11,250,41
2020-02-08 23:00:00,3.3,1024.3,2.61,250,44
2020-02-09 00:00:00,2.8,1025.4,2.61,240,44
2020-02-09 01:00:00,1.1,1026.0,2.11,240,52
2020-02-09 02:00:00,1.1,1026.6,2.61,230,54
2020-02-09 03:00:00,1.7,1027.1,1.5,270,52
2020-02-09 04:00:00,1.1,1027.8,3.11,350,56
2020-02-09 05:00:00,-1.7,1028.4,2.61,10,78
2020-02-09 06:00:00,-1.1,1028.8,4.11,20,85
2020-02-09 07:00:00,-0.6,1029.3,3.11,20,82
2020-02-09 08:00:00,0.0,1029.9,3.11,30,81
2020-02-09 09:00:00,-0.6,1030.3,3.11,20,85
2020-02-09 10:00:00,-1.1,1030.7,4.61,10,85
2020-02-09 11:00:00,-1.1,1031.1,3.11,30,81
2020-02-09 12:00:00,-1.1,1032.0,4.11,20,81
2020-02-09 13:00:00,0.0,1032.7,4.11,30,79
2020-02-09 14:00:00,0.6,1033.3,3.61,20,72
2020-02-09 15:00:00,2.8,1033.6,4.11,30,67
2020-02-09 16:00:00,3.9,1033.7,0.0,0,64
2020-02-09 17:00:00,5.0,1033.4,2.11,92,60
2020-02-09 18:00:00,5.6,1032.6,0.0,0,57
2020-02-09 19:00:00,7.2,1031.8,3.11,70,53
2020-02-09 20:00:00,7.2,1030.8,2.61,150,53
2020-02-09 21:00:00,6.1,1031.0,5.11,360,60
2020-02-09 22:00:00,5.0,1030.9,4.11,20,65
2020-02-09 23:00:00,3.3,1030.9,3.11,20,73
2020-02-10 00:00:00,3.3,1031.7,3.61,30,73
2020-02-10 01:00:00,3.3,1031.0,3.11,30,73
2020-02-10 02:00:00,3.3,1030.5,1.5,50,73
2020-02-10 03:00:00,3.9,1030.4,0.0,0,73
2020-02-10 04:00:00,5.0,1029.1,5.11,190,60
2020-02-10 05:00:00,5.0,1027.8,4.11,180,60
2020-02-10 06:00:00,5.0,1027.3,2.61,180,65
2020-02-10 07:00:00,5.6,1026.7,3.61,190,64
2020-02-10 08:00:00,5.6,1025.6,3.61,180,67
2020-02-10 09:00:00,5.6,1024.5,3.61,180,67
2020-02-10 10:00:00,5.6,1023.8,3.11,180,70
2020-02-10 11:00:00,5.6,1022.5,4.11,190,73
2020-02-10 12:00:00,5.0,1022.1,4.61,190,82
2020-02-10 13:00:00,5.6,1021.5,4.61,190,82
2020-02-10 14:00:00,6.7,1021.3,6.19,220,79
2020-02-10 15:00:00,7.2,1020.9,7.69,230,76
2020-02-10 16:00:00,7.8,1020.1,6.69,230,73
2020-02-10 17:00:00,8.3,1018.9,7.19,220,74
2020-02-10 18:00:00,7.8,1019.0,7.19,240,76
2020-02-10 19:00:00,7.2,1018.9,5.11,240,86
2020-02-10 20:00:00,7.2,1019.1,3.11,220,90
2020-02-10 21:00:00,7.2,1019.3,5.69,220,90
2020-02-10 22:00:00,6.7,1019.5,6.19,220,93
2020-02-10 23:00:00,6.7,1019.8,4.61,220,93
2020-02-11 00:00:00,6.7,1020.1,2.61,220,93
2020-02-11 01:00:00,6.7,1020.3,2.61,220,93
2020-02-11 02:00:00,6.7,1020.5,2.61,220,93
2020-02-11 03:00:00,6.7,1020.7,2.61,210,93
2020-02-11 04:00:00,6.7,1020.3,2.11,230,93
2020-02-11 05:00:00,6.7,1019.0,0.0,0,96
2020-02-11 06:00:00,6.7,1018.9,0.0,0,100
2020-02-11 07:00:00,6.7,1018.7,0.0,0,100
2020-02-11 08:00:00,6.7,1017.5,0.0,0,96
2020-02-11 09:00:00,6.7,1016.6,1.5,70,96
2020-02-11 10:00:00,6.7,1016.1,0.0,0,96
2020-02-11 11:00:00,7.2,1015.7,0.0,0,97
2020-02-11 12:00:00,7.2,1016.0,0.0,0,97
2020-02-11 13:00:00,7.2,1015.1,2.61,20,97
2020-02-11 14:00:00,7.2,1014.5,2.61,30,97
2020-02-11 15:00:00,7.2,1013.5,3.61,30,97
